Marca,LINHA,FRAGRANCIA,CATEGORIA,CAIXA/KIT/UNIDADE,QTDE,VALOR
Natura,Ekos,Maracujá,Hidratante Corporal,Frasco,1,
Natura,Ekos,Açaí,Óleo Corporal,Frasco,2,
Natura,Ekos,Amazô,Óleo Corporal,Frasco,1,
Natura,Ekos,Madeira em Flor,Creme + Colônia,Kit,1,
Natura,Ekos,Madeira em Flor,Creme + Colônia + Sabonete Barra,Kit,1,
Natura,Erva-Doce,,Sabonete Cremoso Mãos,Unidade,1,"63,9"
Natura,Essencial,Exclusivo Feminino,Hidratante,Pote,1,"134,9"
Natura,Essencial,Desejos Feminino,Perfume,Unidade,1,"279,9"
Natura,Essencial,Oud Feminino,Perfume,Unidade,1,"279,9"
Natura,Essencial,Exclusivo Masculino,Perfume,Unidade,1,"279,9"
Natura,Essencial,Tradicional Masculino,Perfume + Shampoo + Deo Corporal,Kit,3,"319,9"
Natura,Essencial,Exclusivo Feminino,Hidratante,Pote,1,"134,9"
Natura,Essencial,Exclusivo Feminino,Creme de Mãos + Perfume + Hidratante,Kit,2,
Natura,Essencial,Exclusivo Feminino,Creme de Mãos + Perfume + Hidratante + Perfume para Cabelos,Kit,1,
Natura,Essencial,Tradicional Feminino,Perfume + Hidratante + Sabonete Barra,Kit,2,
Natura,Essencial,Exclusivo Masculino,Perfume + Balm Pós Barba + Creme Barbear,Kit,1,
Natura,Essencial,Desejos Masculino,Perfume,Frasco,1,
Natura,Essencial,Tradicional Masculino,Perfume,Frasco,1,
Natura,Essencial,Sentir Masculino,Perfume,Frasco,1,
Natura,Essencial,Oud Masculino,Perfume,Frasco,1,
Natura,Essencial,Atrai Feminino,Óleo Corporal,,1,
Natura,Essencial,Exclusivo Masculino,Perfume + Balm Pós-Barba + Creme de Barbear,Kit,1,1
Natura,Essencial,Desejos Masculino,Perfume,Frasco,1,
Natura,Essencial,Tradicional Masculino,Perfume,Frasco,1,
Natura,Essencial,Sentir Masculino,Perfume,Frasco,1,
Natura,Essencial,Oud Masculino,Perfume,Frasco,1,
Natura,Essencial,Tradicional masculino,Shampoo + Perfume + Desodorante Corporal,Kit,1,
Natura,Essencial,Tradicional Masculino,Perfume + Balm Pós-Barba + Sabonete,,1,
Natura,Essencial,Exclusivo Masculino,Desodorante Corporal,Refil,2,
Natura,Essencial,Tradicional Feminino,Desodorante Corporal Spray,Frasco,1,
Natura,Essencial,Exclusivo Feminino,Desodorante Corporal Spray,Frasco,1,
Natura,Essencial,Tradicional Masculino,Colônia + Sabonete + Gel Pós-Barba,Kit,1,
Natura,Essencial,Atrai Feminino,Óleo de Massagem,Frasco,1,
Natura,Essencial,Exclusivo Feminino,Desodorante Corporal,Refil,2,"44,9"
Natura,Essencial,Supreme Masculino,Shampoo,Unidade,1,"50,9"
Natura,Faces,,Gel de Limpeza,Unidade,4,"42,9"
Natura,Faces,,Demaquilante Rosto 55ml,Unidade,1,25
Natura,Faces,,Hidratante Matificante,Unidade,1,"50,9"
Natura,Faces,,Secativo Espinhas,Unidade,1,"35,9"
Natura,Faces,Fotoequilíbrio Criança,Protetor Solar,Unidade,1,"69,9"
